transaction_id,timestamp,card_id,amount,merchant_name,merchant_category,channel,cardholder_country,merchant_country,device_id,ip_address,device_ip_null_expected,hour_of_day,is_odd_hours,amount_vs_card_median,tx_count_last_30min,is_new_device_for_card,merchant_card_burst_24h,is_cross_border,fraud_score,is_flagged,review_status,flag_reasons
tx_000422,2026-04-30 06:27:09+00:00,card_022,68.47,Chevron,gas,in_person,ca,ca,,,True,6,False,2.07,0,False,1,False,0.0,False,clear,
tx_000878,2026-04-30 07:19:27+00:00,card_047,12.98,eBay,online_retail,online,ca,us,dev_dcad83da,99.225.117.49,False,7,False,0.57,0,False,3,True,0.0,False,clear,
tx_000513,2026-04-30 07:20:40+00:00,card_027,26.97,Starbucks,restaurant,in_person,ca,ca,,,True,7,False,0.82,0,False,5,False,0.1,False,clear,
tx_000855,2026-04-30 07:29:19+00:00,card_046,19.99,Disney+,subscription,online,ca,us,dev_1abbf8e4,24.114.156.20,False,7,False,0.58,0,True,3,True,0.0,False,clear,
tx_000161,2026-04-30 08:05:43+00:00,card_008,86.69,Esso,gas,in_person,ca,ca,,,True,8,False,3.42,0,False,2,False,0.0,False,clear,
tx_000135,2026-04-30 08:21:18+00:00,card_007,46.88,Loblaws,grocery,in_person,us,us,,,True,8,False,1.17,0,False,3,False,0.0,False,clear,
tx_000188,2026-04-30 09:30:03+00:00,card_010,200.0,BMO ATM,atm,atm,us,us,,,True,9,False,7.17,0,False,3,False,0.0,False,clear,
tx_000865,2026-04-30 10:50:59+00:00,card_046,11.99,Disney+,subscription,online,ca,us,dev_b8fe1cb0,142.112.82.124,False,10,False,0.35,0,False,3,True,0.0,False,clear,
tx_000753,2026-04-30 11:05:20+00:00,card_040,22.28,Petro-Canada,gas,in_person,ca,ca,,,True,11,False,1.11,0,False,2,False,0.0,False,clear,
tx_000374,2026-04-30 11:14:21+00:00,card_020,13.53,Shopify Merchant 2,online_retail,online,us,ca,dev_2877f7d9,98.207.22.39,False,11,False,0.4,0,False,1,True,0.0,False,clear,
tx_000563,2026-04-30 12:28:33+00:00,card_030,44.63,Metro,grocery,in_person,de,de,,,True,12,False,1.29,0,False,5,False,0.1,False,clear,
tx_000685,2026-04-30 13:45:22+00:00,card_037,93.03,La Banquise,restaurant,in_person,ca,ca,,,True,13,False,1.77,0,False,5,False,0.1,False,clear,
tx_000709,2026-04-30 15:40:45+00:00,card_038,15.88,Cineplex,entertainment,in_person,ca,ca,,,True,15,False,1.06,0,False,4,False,0.0,False,clear,
tx_000062,2026-04-30 18:00:17+00:00,card_003,26.48,Shopify Merchant 2,online_retail,online,ca,ca,dev_6fdbe52d,70.50.209.167,False,18,False,0.61,0,False,2,False,0.0,False,clear,
tx_000814,2026-04-30 18:17:28+00:00,card_043,18.73,Videotron,utilities,online,ca,ca,dev_c832252e,70.50.124.17,False,18,False,0.97,0,False,3,False,0.0,False,clear,
tx_000693,2026-04-30 18:40:32+00:00,card_037,109.99,Cineplex,entertainment,in_person,ca,ca,,,True,18,False,2.09,0,False,5,False,0.1,False,clear,
tx_000038,2026-04-30 18:55:21+00:00,card_002,24.11,Whole Foods,grocery,in_person,ca,ca,,,True,18,False,1.21,0,False,8,False,0.1,False,clear,
tx_000294,2026-04-30 20:40:28+00:00,card_015,19.15,AliExpress,online_retail,online,ca,cn,dev_22a1b746,70.50.67.218,False,20,False,0.39,0,False,4,True,0.0,False,clear,
tx_000052,2026-04-30 20:53:42+00:00,card_002,15.66,Tim Hortons,restaurant,in_person,ca,ca,,,True,20,False,0.78,0,False,5,False,0.1,False,clear,
tx_000284,2026-04-30 21:33:04+00:00,card_015,58.27,Videotron,utilities,online,ca,ca,dev_22a1b746,24.114.162.68,False,21,False,1.19,0,False,4,False,0.0,False,clear,
tx_000727,2026-04-30 21:54:38+00:00,card_039,9.39,Shopify Merchant 1,online_retail,online,gb,ca,dev_2ab5d40f,86.150.252.231,False,21,False,0.51,0,False,2,True,0.0,False,clear,
tx_000554,2026-04-30 23:47:05+00:00,card_029,19.99,Disney+,subscription,online,ca,us,dev_600be23f,70.50.124.201,False,23,False,0.6,0,False,3,True,0.0,False,clear,
tx_000877,2026-05-01 00:10:37+00:00,card_047,43.8,IGA,grocery,in_person,ca,ca,,,True,0,False,1.91,0,False,6,False,0.1,False,clear,
tx_000388,2026-05-01 00:20:58+00:00,card_020,42.29,AliExpress,online_retail,online,us,cn,dev_2877f7d9,172.58.103.67,False,0,False,1.26,0,False,5,True,0.1,False,clear,
tx_000656,2026-05-01 01:11:23+00:00,card_035,21.07,Etsy,online_retail,online,ca,us,dev_37f4b88c,99.225.56.247,False,1,False,1.0,0,False,8,True,0.1,False,clear,
tx_000073,2026-05-01 01:11:32+00:00,card_003,43.21,Shopify Merchant 1,online_retail,online,ca,ca,dev_d52ac3b8,142.112.98.80,False,1,False,1.0,0,False,3,False,0.0,False,clear,
tx_000895,2026-05-01 02:00:31+00:00,card_048,80.0,Desjardins ATM,atm,atm,ca,ca,,,True,2,True,2.96,0,False,7,False,0.15,False,clear,
tx_000047,2026-05-01 02:43:54+00:00,card_002,19.99,Netflix,subscription,online,ca,us,dev_6200257c,142.112.246.238,False,2,True,1.0,0,True,4,True,0.05,False,clear,
tx_000460,2026-05-01 03:11:13+00:00,card_024,40.16,Loblaws,grocery,in_person,ca,ca,,,True,3,True,1.0,0,False,4,False,0.05,False,clear,
tx_000742,2026-05-01 03:14:35+00:00,card_040,9.99,Netflix,subscription,online,ca,us,dev_abd8db53,142.112.148.110,False,3,True,0.5,0,False,5,True,0.15,False,clear,
tx_000795,2026-05-01 03:21:06+00:00,card_042,17.35,Tim Hortons,restaurant,in_person,us,us,,,True,3,True,1.0,0,False,6,False,0.15,False,clear,
tx_000692,2026-05-01 03:28:36+00:00,card_037,34.9,Shell,gas,in_person,ca,ca,,,True,3,True,0.66,0,False,4,False,0.05,False,clear,
tx_000678,2026-05-01 04:01:50+00:00,card_036,49.9,Provigo,grocery,in_person,ca,ca,,,True,4,True,1.0,0,False,3,False,0.05,False,clear,
tx_000185,2026-05-01 04:02:15+00:00,card_010,27.9,Cafe Olimpico,restaurant,in_person,us,us,,,True,4,True,1.0,0,False,7,False,0.15,False,clear,
tx_000504,2026-05-01 06:30:33+00:00,card_027,14.91,Metro,grocery,in_person,ca,ca,,,True,6,False,0.45,0,False,6,False,0.1,False,clear,
tx_000887,2026-05-01 08:56:44+00:00,card_048,14.96,Amazon.com,online_retail,online,ca,us,dev_3bbcb503,142.112.231.220,False,8,False,0.55,0,True,3,True,0.0,False,clear,
tx_000501,2026-05-01 08:57:20+00:00,card_027,38.93,Esso,gas,in_person,ca,ca,,,True,8,False,1.18,0,False,3,False,0.0,False,clear,
tx_000446,2026-05-01 09:10:15+00:00,card_024,61.85,Petro-Canada,gas,in_person,ca,ca,,,True,9,False,1.55,0,False,3,False,0.0,False,clear,
tx_000657,2026-05-01 10:25:58+00:00,card_035,41.4,La Banquise,restaurant,in_person,ca,ca,,,True,10,False,1.96,0,False,6,False,0.1,False,clear,
tx_000200,2026-05-01 11:01:15+00:00,card_010,31.84,Shell,gas,in_person,us,us,,,True,11,False,1.14,0,False,5,False,0.1,False,clear,
tx_000515,2026-05-01 11:10:35+00:00,card_027,7.24,Cineplex,entertainment,in_person,ca,ca,,,True,11,False,0.22,0,False,6,False,0.1,False,clear,
tx_000872,2026-05-01 11:22:25+00:00,card_047,13.11,Shopify Merchant 2,online_retail,online,ca,ca,dev_dcad83da,142.112.175.16,False,11,False,0.57,0,False,3,False,0.0,False,clear,
tx_000410,2026-05-01 11:27:55+00:00,card_021,37.43,Tim Hortons,restaurant,in_person,ca,ca,,,True,11,False,0.75,0,False,7,False,0.1,False,clear,
tx_000219,2026-05-01 11:42:00+00:00,card_011,15.99,Disney+,subscription,online,ca,us,dev_7b8b43cb,24.114.141.165,False,11,False,1.54,0,True,4,True,0.0,False,clear,
tx_000084,2026-05-01 12:21:08+00:00,card_004,33.15,McDonald's,restaurant,in_person,ca,ca,,,True,12,False,1.41,0,False,5,False,0.1,False,clear,
tx_000287,2026-05-01 14:35:22+00:00,card_015,10.04,Cafe Olimpico,restaurant,in_person,ca,ca,,,True,14,False,0.21,0,False,8,False,0.1,False,clear,
tx_000694,2026-05-01 15:51:14+00:00,card_037,62.35,Loblaws,grocery,in_person,ca,ca,,,True,15,False,1.19,0,False,5,False,0.1,False,clear,
tx_000145,2026-05-01 17:15:56+00:00,card_008,19.72,Chevron,gas,in_person,ca,ca,,,True,17,False,0.78,0,False,1,False,0.0,False,clear,
tx_000224,2026-05-01 18:17:52+00:00,card_012,20.39,Shopify Merchant 2,online_retail,online,ca,ca,dev_08e633ee,70.50.97.114,False,18,False,1.04,0,False,4,False,0.0,False,clear,
tx_000640,2026-05-01 18:19:20+00:00,card_034,15.17,Cineplex,entertainment,in_person,ca,ca,,,True,18,False,1.0,0,False,6,False,0.1,False,clear,
tx_000307,2026-05-01 19:08:41+00:00,card_016,31.21,Videotron,utilities,online,ca,ca,dev_bc979ff9,142.112.143.177,False,19,False,0.5,0,True,4,False,0.0,False,clear,
tx_000643,2026-05-01 20:28:51+00:00,card_034,19.99,Disney+,subscription,online,ca,us,dev_a9c78771,70.50.86.187,False,20,False,1.32,0,True,5,True,0.1,False,clear,
tx_000437,2026-05-01 20:45:43+00:00,card_023,2.82,Chevron,gas,in_person,ca,ca,,,True,20,False,0.25,0,False,2,False,0.0,False,clear,
tx_000175,2026-05-01 21:07:10+00:00,card_009,32.16,AliExpress,online_retail,online,us,cn,dev_b62b3697,208.54.129.90,False,21,False,1.78,0,True,6,True,0.1,False,clear,
tx_000427,2026-05-01 21:59:21+00:00,card_023,4.34,AliExpress,online_retail,online,ca,cn,dev_72d3f36b,99.225.217.158,False,21,False,0.38,0,True,7,True,0.1,False,clear,
tx_000264,2026-05-01 22:04:24+00:00,card_014,150.51,Cafe Olimpico,restaurant,in_person,fr,fr,,,True,22,False,8.2,0,False,8,False,0.35,True,pending,Amount 8.2× card median · Merchant burst: 8 cards hit Cafe Olimpico in 24h
tx_000028,2026-05-01 22:58:31+00:00,card_001,289.54,Shopify Merchant 1,online_retail,online,ca,ca,dev_8d790a73,142.112.12.122,False,22,False,5.22,0,True,4,False,0.0,False,clear,
tx_000173,2026-05-01 23:24:03+00:00,card_009,10.85,Amazon.com,online_retail,online,us,us,dev_b62b3697,98.207.170.105,False,23,False,0.6,0,False,4,False,0.0,False,clear,
tx_000619,2026-05-02 01:32:38+00:00,card_033,35.68,La Banquise,restaurant,in_person,gb,gb,,,True,1,False,0.57,0,False,7,False,0.1,False,clear,
tx_000898,2026-05-02 01:37:03+00:00,card_048,42.09,McDonald's,restaurant,in_person,ca,ca,,,True,1,False,1.56,0,False,6,False,0.1,False,clear,
tx_000642,2026-05-02 02:26:08+00:00,card_034,13.76,Amazon.com,online_retail,online,ca,us,dev_a9c78771,24.114.16.157,False,2,True,0.91,0,False,5,True,0.15,False,clear,
tx_000054,2026-05-02 03:25:31+00:00,card_002,25.92,Provigo,grocery,in_person,ca,ca,,,True,3,True,1.3,0,False,4,False,0.05,False,clear,
tx_000495,2026-05-02 04:44:44+00:00,card_026,15.99,Disney+,subscription,online,us,us,dev_db3feacf,172.58.29.85,False,4,True,0.72,0,True,6,False,0.15,False,clear,
tx_000350,2026-05-02 05:10:50+00:00,card_019,9.99,Spotify,subscription,online,ca,se,dev_95204a30,70.50.4.199,False,5,True,0.31,0,False,5,True,0.15,False,clear,
tx_000283,2026-05-02 05:56:09+00:00,card_015,104.78,Joe Beef,restaurant,in_person,ca,ca,,,True,5,True,2.14,0,False,4,False,0.05,False,clear,
tx_000342,2026-05-02 06:24:38+00:00,card_018,60.0,Desjardins ATM,atm,atm,ca,ca,,,True,6,False,1.89,0,False,8,False,0.1,False,clear,
tx_000792,2026-05-02 06:34:52+00:00,card_042,24.86,Joe Beef,restaurant,in_person,us,us,,,True,6,False,1.43,0,False,5,False,0.1,False,clear,
tx_000665,2026-05-02 06:48:36+00:00,card_036,20.0,BMO ATM,atm,atm,ca,ca,,,True,6,False,0.4,0,False,4,False,0.0,False,clear,
tx_000393,2026-05-02 06:55:50+00:00,card_021,27.82,Etsy,online_retail,online,ca,us,dev_f61b4d97,142.112.197.129,False,6,False,0.56,0,False,9,True,0.1,False,clear,
tx_000276,2026-05-02 07:32:05+00:00,card_014,22.75,Amazon.com,online_retail,online,fr,us,dev_415fec02,82.66.168.91,False,7,False,1.24,0,True,6,True,0.1,False,clear,
tx_000701,2026-05-02 08:30:19+00:00,card_037,180.46,Esso,gas,in_person,ca,ca,,,True,8,False,3.43,0,False,4,False,0.0,False,clear,
tx_000505,2026-05-02 10:03:28+00:00,card_027,21.97,IGA,grocery,in_person,ca,ca,,,True,10,False,0.67,0,False,7,False,0.1,False,clear,
tx_000077,2026-05-02 11:09:56+00:00,card_004,65.41,Tim Hortons,restaurant,in_person,ca,ca,,,True,11,False,2.78,0,False,7,False,0.1,False,clear,
tx_000129,2026-05-02 12:32:01+00:00,card_007,30.67,IGA,grocery,in_person,us,us,,,True,12,False,0.77,0,False,8,False,0.1,False,clear,
tx_000875,2026-05-02 13:50:52+00:00,card_047,19.73,Shopify Merchant 1,online_retail,online,ca,ca,dev_dcad83da,99.225.186.135,False,13,False,0.86,0,False,5,False,0.1,False,clear,
tx_000181,2026-05-02 14:17:52+00:00,card_009,28.11,McDonald's,restaurant,in_person,us,us,,,True,14,False,1.56,0,False,6,False,0.1,False,clear,
tx_000249,2026-05-02 14:56:54+00:00,card_013,14.97,eBay,online_retail,online,ca,us,dev_e5c2222f,24.114.87.119,False,14,False,0.31,0,False,4,True,0.0,False,clear,
tx_000253,2026-05-02 15:31:58+00:00,card_013,65.47,Amazon.com,online_retail,online,ca,us,dev_e5c2222f,99.225.61.143,False,15,False,1.35,0,False,7,True,0.1,False,clear,
tx_000546,2026-05-02 16:22:37+00:00,card_029,18.18,Shell,gas,in_person,ca,ca,,,True,16,False,0.54,0,False,5,False,0.1,False,clear,
tx_000768,2026-05-02 17:14:43+00:00,card_041,11.93,Whole Foods,grocery,in_person,ca,ca,,,True,17,False,0.46,0,False,9,False,0.1,False,clear,
tx_000257,2026-05-02 18:29:13+00:00,card_013,44.36,Amazon.com,online_retail,online,ca,us,dev_e5c2222f,99.225.69.114,False,18,False,0.91,0,False,8,True,0.1,False,clear,
tx_000243,2026-05-02 20:18:56+00:00,card_012,13.99,Etsy,online_retail,online,ca,us,dev_08e633ee,70.50.119.76,False,20,False,0.71,0,False,9,True,0.1,False,clear,
tx_000569,2026-05-02 22:58:15+00:00,card_030,27.16,Shopify Merchant 1,online_retail,online,de,ca,dev_f7415d64,188.62.203.42,False,22,False,0.78,0,True,6,True,0.1,False,clear,
tx_000293,2026-05-02 23:32:10+00:00,card_015,34.75,Cafe Olimpico,restaurant,in_person,ca,ca,,,True,23,False,0.71,0,False,9,False,0.1,False,clear,
tx_000108,2026-05-03 00:53:07+00:00,card_006,9.99,Spotify,subscription,online,ca,se,dev_1321b774,142.112.197.86,False,0,False,0.23,0,False,5,True,0.1,False,clear,
tx_000285,2026-05-03 02:26:12+00:00,card_015,32.62,Starbucks,restaurant,in_person,ca,ca,,,True,2,True,0.67,0,False,6,False,0.15,False,clear,
tx_000306,2026-05-03 04:44:53+00:00,card_016,15.99,Netflix,subscription,online,ca,us,dev_bc979ff9,70.50.168.216,False,4,True,0.26,0,False,5,True,0.15,False,clear,
tx_000681,2026-05-03 05:01:00+00:00,card_037,58.44,Shell,gas,in_person,ca,ca,,,True,5,True,1.11,0,False,6,False,0.15,False,clear,
tx_000729,2026-05-03 05:15:15+00:00,card_039,15.36,Tim Hortons,restaurant,in_person,gb,gb,,,True,5,True,0.84,0,False,8,False,0.15,False,clear,
tx_000378,2026-05-03 05:53:17+00:00,card_020,21.77,Shell,gas,in_person,us,us,,,True,5,True,0.65,0,False,6,False,0.15,False,clear,
tx_000670,2026-05-03 06:52:29+00:00,card_036,78.69,AliExpress,online_retail,online,ca,cn,dev_b7bc6824,70.50.250.133,False,6,False,1.58,0,True,8,True,0.1,False,clear,
tx_000623,2026-05-03 08:54:44+00:00,card_033,32.7,McDonald's,restaurant,in_person,gb,gb,,,True,8,False,0.52,0,False,7,False,0.1,False,clear,
tx_000279,2026-05-03 09:25:58+00:00,card_015,113.81,Cafe Olimpico,restaurant,in_person,ca,ca,,,True,9,False,2.33,0,False,9,False,0.1,False,clear,
tx_000595,2026-05-03 09:37:15+00:00,card_032,53.99,Hydro-Quebec,utilities,online,ca,ca,dev_52854151,24.114.114.21,False,9,False,0.93,0,True,6,False,0.1,False,clear,
tx_000716,2026-05-03 09:45:08+00:00,card_038,30.75,Tim Hortons,restaurant,in_person,ca,ca,,,True,9,False,2.05,0,False,9,False,0.1,False,clear,
tx_000949,2026-05-03 10:58:00+00:00,card_042,1.4,Shopify Merchant 2,online_retail,online,us,ca,dev_c4fb137f,201.116.232.148,False,10,False,0.08,0,True,5,True,0.1,False,clear,
tx_000950,2026-05-03 11:01:01+00:00,card_042,4.48,AliExpress,online_retail,online,us,cn,dev_c4fb137f,201.116.232.148,False,11,False,0.26,1,False,9,True,0.1,False,clear,
tx_000951,2026-05-03 11:01:34+00:00,card_042,5.04,Shopify Merchant 1,online_retail,online,us,ca,dev_c4fb137f,201.116.232.148,False,11,False,0.29,2,False,7,True,0.1,False,clear,
tx_000953,2026-05-03 11:05:30+00:00,card_042,14.38,AliExpress,online_retail,online,us,cn,dev_c4fb137f,201.116.232.148,False,11,False,0.83,3,False,10,True,0.1,False,clear,
tx_000952,2026-05-03 11:07:39+00:00,card_042,7.46,AliExpress,online_retail,online,us,cn,dev_c4fb137f,201.116.232.148,False,11,False,0.43,4,False,10,True,0.45,True,pending,Velocity burst: 4 transactions in 30 min · Merchant burst: 10 cards hit AliExpress in 24h
tx_000955,2026-05-03 11:11:22+00:00,card_042,4.36,Shopify Merchant 1,online_retail,online,us,ca,dev_c4fb137f,201.116.232.148,False,11,False,0.25,5,False,8,True,0.45,True,pending,Velocity burst: 5 transactions in 30 min · Merchant burst: 8 cards hit Shopify Merchant 1 in 24h
tx_000954,2026-05-03 11:15:14+00:00,card_042,14.27,QuickPay Online,online_retail,online,us,ca,dev_c4fb137f,201.116.232.148,False,11,False,0.82,6,False,4,True,0.35,True,pending,Velocity burst: 6 transactions in 30 min
tx_000956,2026-05-03 11:20:20+00:00,card_042,2.97,Shopify Merchant 2,online_retail,online,us,ca,dev_c4fb137f,201.116.232.148,False,11,False,0.17,7,False,6,True,0.45,True,pending,Velocity burst: 7 transactions in 30 min · Merchant burst: 6 cards hit Shopify Merchant 2 in 24h
tx_000356,2026-05-03 12:36:53+00:00,card_019,497.46,Loblaws,grocery,in_person,ca,ca,,,True,12,False,15.45,0,False,6,False,0.35,True,pending,Amount 15.4× card median · Merchant burst: 6 cards hit Loblaws in 24h
tx_000761,2026-05-03 12:38:15+00:00,card_041,43.26,Cineplex,entertainment,in_person,ca,ca,,,True,12,False,1.68,0,False,7,False,0.1,False,clear,
tx_000170,2026-05-03 13:56:49+00:00,card_009,6.47,Shopify Merchant 1,online_retail,online,us,ca,dev_b62b3697,98.207.109.62,False,13,False,0.36,0,False,8,True,0.1,False,clear,
tx_000116,2026-05-03 13:57:37+00:00,card_006,55.3,Shopify Merchant 2,online_retail,online,ca,ca,dev_1321b774,142.112.229.228,False,13,False,1.29,0,False,6,False,0.1,False,clear,
tx_000881,2026-05-03 14:25:38+00:00,card_047,90.73,Whole Foods,grocery,in_person,ca,ca,,,True,14,False,3.95,0,False,10,False,0.1,False,clear,
tx_000822,2026-05-03 14:42:05+00:00,card_044,3.79,Provigo,grocery,in_person,gb,gb,,,True,14,False,0.07,0,False,5,False,0.1,False,clear,
tx_000815,2026-05-03 15:42:41+00:00,card_043,33.98,eBay,online_retail,online,ca,us,dev_c832252e,142.112.249.101,False,15,False,1.75,0,False,5,True,0.1,False,clear,
tx_000288,2026-05-03 16:31:07+00:00,card_015,140.74,Esso,gas,in_person,ca,ca,,,True,16,False,2.88,0,False,5,False,0.1,False,clear,
tx_000524,2026-05-03 16:33:52+00:00,card_028,45.7,eBay,online_retail,online,ca,us,dev_bea30580,70.50.112.254,False,16,False,0.79,0,False,6,True,0.1,False,clear,
tx_000628,2026-05-03 18:06:33+00:00,card_034,28.47,Hydro-Quebec,utilities,online,ca,ca,dev_a0256e48,142.112.60.156,False,18,False,1.88,0,False,7,False,0.1,False,clear,
tx_000428,2026-05-03 18:25:12+00:00,card_023,39.21,Amazon.ca,online_retail,online,ca,ca,dev_72d3f36b,24.114.169.37,False,18,False,3.48,0,False,4,False,0.0,False,clear,
tx_000489,2026-05-03 19:33:31+00:00,card_026,30.88,Starbucks,restaurant,in_person,us,us,,,True,19,False,1.4,0,False,7,False,0.1,False,clear,
tx_000267,2026-05-03 19:46:48+00:00,card_014,8.1,eBay,online_retail,online,fr,us,dev_415fec02,176.158.184.142,False,19,False,0.44,0,False,6,True,0.1,False,clear,
tx_000780,2026-05-03 19:54:30+00:00,card_042,98.03,Tim Hortons,restaurant,in_person,us,us,,,True,19,False,5.65,0,False,10,False,0.1,False,clear,
tx_000324,2026-05-03 20:42:20+00:00,card_017,194.41,Shopify Merchant 2,online_retail,online,ca,ca,dev_d0ff1fad,142.112.175.54,False,20,False,8.91,0,False,7,False,0.35,True,pending,Amount 8.9× card median · Merchant burst: 7 cards hit Shopify Merchant 2 in 24h
tx_000534,2026-05-03 21:07:06+00:00,card_028,31.22,Etsy,online_retail,online,ca,us,dev_bea30580,24.114.191.109,False,21,False,0.54,0,False,10,True,0.1,False,clear,
tx_000218,2026-05-03 21:58:53+00:00,card_011,14.09,Bell Canada,utilities,online,ca,ca,dev_292af7e9,99.225.61.46,False,21,False,1.36,0,True,4,False,0.0,False,clear,
tx_000528,2026-05-03 22:28:50+00:00,card_028,58.1,Esso,gas,in_person,ca,ca,,,True,22,False,1.0,0,False,5,False,0.1,False,clear,
tx_000099,2026-05-03 22:37:02+00:00,card_005,11.39,Amazon.com,online_retail,online,ca,us,dev_379050df,99.225.7.132,False,22,False,0.57,0,False,8,True,0.1,False,clear,
tx_000474,2026-05-04 01:03:02+00:00,card_025,10.31,Amazon.com,online_retail,online,ca,us,dev_d9156309,142.112.26.142,False,1,False,0.4,0,False,9,True,0.1,False,clear,
tx_000845,2026-05-04 02:47:30+00:00,card_045,29.37,Whole Foods,grocery,in_person,fr,fr,,,True,2,True,0.97,0,False,10,False,0.15,False,clear,
tx_000880,2026-05-04 03:10:13+00:00,card_047,46.05,Provigo,grocery,in_person,ca,ca,,,True,3,True,2.01,0,False,6,False,0.15,False,clear,
tx_000085,2026-05-04 04:21:53+00:00,card_004,60.0,BMO ATM,atm,atm,ca,ca,,,True,4,True,2.55,0,False,5,False,0.15,False,clear,
tx_000566,2026-05-04 04:28:52+00:00,card_030,92.96,Cafe Olimpico,restaurant,in_person,de,de,,,True,4,True,2.68,0,False,9,False,0.15,False,clear,
tx_000045,2026-05-04 04:30:02+00:00,card_002,41.05,Chipotle,restaurant,in_person,ca,ca,,,True,4,True,2.05,0,False,6,False,0.15,False,clear,
tx_000752,2026-05-04 04:31:07+00:00,card_040,128.75,Petro-Canada,gas,in_person,ca,ca,,,True,4,True,6.4,0,False,4,False,0.05,False,clear,
tx_000178,2026-05-04 04:35:15+00:00,card_009,16.13,McDonald's,restaurant,in_person,us,us,,,True,4,True,0.89,0,False,8,False,0.15,False,clear,
tx_000607,2026-05-04 04:38:53+00:00,card_033,21.86,Chevron,gas,in_person,gb,gb,,,True,4,True,0.35,0,False,3,False,0.05,False,clear,
tx_000453,2026-05-04 04:40:55+00:00,card_024,27.68,Shell,gas,in_person,ca,ca,,,True,4,True,0.69,0,False,7,False,0.15,False,clear,
tx_000126,2026-05-04 05:57:01+00:00,card_007,26.77,Shell,gas,in_person,us,us,,,True,5,True,0.67,0,False,8,False,0.15,False,clear,
tx_000644,2026-05-04 07:36:18+00:00,card_034,8.99,Amazon.ca,online_retail,online,ca,ca,dev_a0256e48,70.50.216.172,False,7,False,0.59,0,False,5,False,0.1,False,clear,
tx_000353,2026-05-04 08:25:24+00:00,card_019,256.48,AliExpress,online_retail,online,ca,cn,dev_95204a30,142.112.208.235,False,8,False,7.97,0,False,10,True,0.1,False,clear,
tx_000425,2026-05-04 08:31:37+00:00,card_022,9.27,Loblaws,grocery,in_person,ca,ca,,,True,8,False,0.28,0,False,7,False,0.1,False,clear,
tx_000203,2026-05-04 09:24:00+00:00,card_010,4.52,Cafe Olimpico,restaurant,in_person,us,us,,,True,9,False,0.16,0,False,10,False,0.1,False,clear,
tx_000809,2026-05-04 09:33:39+00:00,card_043,33.82,eBay,online_retail,online,ca,us,dev_c832252e,142.112.179.153,False,9,False,1.74,0,False,7,True,0.1,False,clear,
tx_000445,2026-05-04 10:31:07+00:00,card_024,23.71,Provigo,grocery,in_person,ca,ca,,,True,10,False,0.59,0,False,7,False,0.1,False,clear,
tx_000637,2026-05-04 10:34:56+00:00,card_034,7.33,QuickPay Online,online_retail,online,ca,ca,dev_a0256e48,99.225.172.168,False,10,False,0.48,0,False,5,False,0.1,False,clear,
tx_000493,2026-05-04 12:25:41+00:00,card_026,22.21,Shell,gas,in_person,us,us,,,True,12,False,1.0,0,False,9,False,0.1,False,clear,
tx_000232,2026-05-04 13:20:24+00:00,card_012,27.15,Cineplex,entertainment,in_person,ca,ca,,,True,13,False,1.38,0,False,8,False,0.1,False,clear,
tx_000414,2026-05-04 14:21:39+00:00,card_022,29.27,IGA,grocery,in_person,ca,ca,,,True,14,False,0.88,0,False,9,False,0.1,False,clear,
tx_000403,2026-05-04 14:43:18+00:00,card_021,13.99,Netflix,subscription,online,ca,us,dev_f61b4d97,142.112.40.5,False,14,False,0.28,0,False,6,True,0.1,False,clear,
tx_000479,2026-05-04 15:20:56+00:00,card_025,19.99,Netflix,subscription,online,ca,us,dev_d9156309,70.50.225.246,False,15,False,0.77,0,False,7,True,0.1,False,clear,
tx_000444,2026-05-04 15:37:38+00:00,card_024,23.32,Provigo,grocery,in_person,ca,ca,,,True,15,False,0.58,0,False,8,False,0.1,False,clear,
tx_000180,2026-05-04 15:45:03+00:00,card_009,9.56,Tim Hortons,restaurant,in_person,us,us,,,True,15,False,0.53,0,False,10,False,0.1,False,clear,
tx_000658,2026-05-04 16:05:56+00:00,card_035,19.99,Netflix,subscription,online,ca,us,dev_37f4b88c,70.50.148.144,False,16,False,0.95,0,False,8,True,0.1,False,clear,
tx_000408,2026-05-04 17:57:28+00:00,card_021,21.7,Starbucks,restaurant,in_person,ca,ca,,,True,17,False,0.44,0,False,8,False,0.1,False,clear,
tx_000244,2026-05-04 17:59:57+00:00,card_012,31.96,AliExpress,online_retail,online,ca,cn,dev_08e633ee,24.114.30.254,False,17,False,1.62,0,False,11,True,0.1,False,clear,
tx_000884,2026-05-04 18:21:08+00:00,card_047,6.52,Shopify Merchant 2,online_retail,online,ca,ca,dev_dcad83da,142.112.118.157,False,18,False,0.28,0,False,8,False,0.1,False,clear,
tx_000137,2026-05-04 19:00:19+00:00,card_007,8.81,Loblaws,grocery,in_person,us,us,,,True,19,False,0.22,0,False,8,False,0.1,False,clear,
tx_000903,2026-05-04 21:08:19+00:00,card_049,100.0,RBC ATM,atm,atm,ca,ca,,,True,21,False,6.25,0,False,6,False,0.1,False,clear,
tx_000714,2026-05-04 21:40:13+00:00,card_038,20.28,Metro,grocery,in_person,ca,ca,,,True,21,False,1.35,0,False,7,False,0.1,False,clear,
tx_000682,2026-05-04 23:53:17+00:00,card_037,29.52,Schwartz's,restaurant,in_person,gb,gb,,,True,23,False,0.56,0,False,5,False,0.1,False,clear,
